Content Type,Name,Primary Genre,Secondary Genre,Synopsis,Age Rating,Rating Score,Theatrical Release Year,Director ,Cast,Runtime (minutes),keywords2,keywords3,keywords4
Movie,Hangsharaj,Drama,,"Hansraj, a village singer catches the attention of a group of boys and later shifts to Kolkata. But fate has something else for him. Watch he full movie on Hoichoi.",U,1,1962,Agradoot,"Uttam Kumar, Suchitra Sen, Kamal Mitra",119,"Hansraj, village singer catches attention","Hansraj, village singer","Hansraj,, village, singer, catches, attention, group, boys, later, shifts, Kolkata., fate, him., Watch, movie, Hoichoi."
Movie,Lal Pathar,Drama,,Kumar saves Sunita from dacoits and brings her home and trains her to sing. He falls for Sunita's voice. What happens next? Watch the full movie on Hoichoi.,U/A 7+,2,1985,Tarun Majumdar,"Tapas Paul, Debashree Roy, Utpal Dutta, Haradhan Bandopadhyay",139,Kumar saves Sunita dacoits brings,Kumar saves Sunita,"Kumar, saves, Sunita, dacoits, brings, home, trains, sing., falls, Sunita's, voice., happens, next?, Watch, movie, Hoichoi."
Movie,Dhanraj Tamang,Drama,,Dhanraj Tamang is a tea-estate worker whose morality gets abused by the society. Does he get the justice in his favour? Watch the full movie on Hoichoi.,U/A 13+,3,1976,Ajit Ganguly,"Master Arindam, Sanjib Dasgupta, Subir Ghosh",116,Dhanraj Tamang tea-estate worker morality,Dhanraj Tamang tea-estate,"Dhanraj, Tamang, tea-estate, worker, morality, gets, abused, society., Does, justice, favour?, Watch, movie, Hoichoi."
Movie,Prithibi Amare Chay,Drama,,The love-story of Tapash and Rina whose sentiments ultimately wins over all odds to ensure these true lovers live happily ever after. Watch the full movie on Hoichoi.,U,1,1964,Sushil Majumdar,"Uttam Kumar, Supriya Devi, Nirmal Kumar",131,love-story Tapash Rina sentiments ultimately,love-story Tapash Rina,"love-story, Tapash, Rina, sentiments, ultimately, wins, odds, ensure, true, lovers, live, happily, after., Watch, movie, Hoichoi."
Movie,Desh,Drama,,"Sanjay, Anjan and Suprava get embroiled in an arms trafficking racket, which comes in direct conflict with Surpava's NGO. Watch the full movie on Hoichoi.",U/A 13+,3,1978,Pijush Bose,"Uttam Kumar, Utpal Dutt, Dilip Roy",109,"Sanjay, Anjan Suprava embroiled arms","Sanjay, Anjan Suprava","Sanjay,, Anjan, Suprava, embroiled, arms, trafficking, racket,, comes, direct, conflict, Surpava's, NGO., Watch, movie, Hoichoi."
Movie,Abhoyer Biye,Drama,,When Abhoy gets engaged to Sabitri she starts to ridicule him for his poverty. Will situations change for Abhoy? Watch the full movie on Hoichoi.,U,1,1957,Niren Lahiri,"Uttam Kumar, Mala Sinha, Sandhyarani",151,Abhoy gets engaged Sabitri starts,Abhoy gets engaged,"Abhoy, gets, engaged, Sabitri, starts, ridicule, poverty., situations, change, Abhoy?, Watch, movie, Hoichoi."
Movie,Mon Niye,Romance,,"This classic movie starring the iconic Uttam Kumar has Supriya Devi playing dual roles, one of whom is married to Uttam Kumar. Watch the full movie on Hoichoi.",U,1,2002,Raja Sen,"Jaya Bachchan, Abhishek Bachchan, Sabyasachi Chakraborty",131,classic movie starring iconic Uttam,classic movie starring,"classic, movie, starring, iconic, Uttam, Kumar, Supriya, Devi, playing, dual, roles,, married, Uttam, Kumar., Watch, movie, Hoichoi."
Movie,Mem Saheb,Romance,,"On a trip to Shantiniketan, Kajol meets a young writer who falls in love with her. Will fate bring them together? Watch the full movie on Hoichoi.",U,1,1957,Sukumar Dasgupta,"Uttam Kumar, Sabitri Chatterjee, Chhabi Biswas",128,"trip Shantiniketan, Kajol meets young","trip Shantiniketan, Kajol","trip, Shantiniketan,, Kajol, meets, young, writer, falls, love, her., fate, bring, together?, Watch, movie, Hoichoi."
Movie,Aagaman,Drama,,"Village boy Binu is in love with Chandra, a young girl from an aristocratic family - their story is of pure love and longing. Watch the full movie on Hoichoi.",U/A 7+,2,1969,Salil Sen,"Uttam Kumar, Supriya Devi, Sumitra Mukherjee",141,"Village boy Binu love Chandra,",Village boy Binu,"Village, boy, Binu, love, Chandra,, young, girl, aristocratic, family, -, story, pure, love, longing., Watch, movie, Hoichoi."
Movie,Marutirtha Hinglaj,Drama,,"The movie narrates about the devotees who walked miles through desert, braving odds till they reached their destination. Watch the full movie on Hoichoi.",U,1,1972,Pinaki Mukherjee,"Uttam Kumar, Aparna Sen, Lolita Chattopadhyay",122,movie narrates devotees walked miles,movie narrates devotees,"movie, narrates, devotees, walked, miles, desert,, braving, odds, till, reached, destination., Watch, movie, Hoichoi."
Movie,Sagarika (1956),Drama,,Arun falls in love with Sagarika but circumstances separate them. Life unites them even though they're far from each other. Watch the full movie on Hoichoi.,U/A 7+,2,1988,Tarun Majumdar,"Tapas Paul, Soumitra Chatterjee, Utpal Dutt",153,Arun falls love Sagarika circumstances,Arun falls love,"Arun, falls, love, Sagarika, circumstances, separate, them., Life, unites, they're, far, other., Watch, movie, Hoichoi."
Movie,Charachar,Drama,,A bird catcher and his wife connect with a dealer to sell birds without knowing a disastrous consequence is waiting for them. Watch this National Award-winning best feature film only on hoichoi. ,U/A 7+,2,1959,Bikash Roy,"Uttam Kumar, Sabitri Chatterjee, Anil Chatterjee",119,bird catcher wife connect dealer,bird catcher wife,"bird, catcher, wife, connect, dealer, sell, birds, knowing, disastrous, consequence, waiting, them., Watch, National, Award-winning, best, feature, film, hoichoi."
Movie,Bonpalashir Padabali,Drama,,The story revolves around the lives of people in a small village named - Bon Palashi and three stories that intertwine here. Watch the full movie on Hoichoi.,U,1,1956,Agradoot,"Uttam Kumar, Suchitra Sen, Anup Kumar",116,story revolves lives people small,story revolves lives,"story, revolves, lives, people, small, village, named, -, Bon, Palashi, stories, intertwine, here., Watch, movie, Hoichoi."
Movie,Kalankini Kankabati,Drama,,"Despite being married, king Rajshekhar Ray falls in love with dancer Aparna, who loves Raghubir. Will the lovers unite? Watch the full movie on Hoichoi.",U/A 7+,2,1993,Buddhadeb Dasgupta,"Indrani Halder, Rajit Kapur, Laboni Sarkar",78,"Despite married, king Rajshekhar Ray","Despite married, king","Despite, married,, king, Rajshekhar, Ray, falls, love, dancer, Aparna,, loves, Raghubir., lovers, unite?, Watch, movie, Hoichoi."
Movie,Saheb,Sports,Drama,"Saheb is neglected by his brothers but during crisis, he sacrifices his career in football to support his sister's marriage. Watch the full movie on Hoichoi.",U,1,1973,Uttam Kumar,"Uttam Kumar, Supriya Devi, Bikash Roy",140,"Saheb neglected brothers crisis, sacrifices",Saheb neglected brothers,"Saheb, neglected, brothers, crisis,, sacrifices, career, football, support, sister's, marriage., Watch, movie, Hoichoi."
Movie,Arogya Niketan,Drama,,"Pradyut Sen, an allopathy doctor, goes to Nabagram to run his clinical practice. But the village already has a successful Ayurvedic doctor, Jibon Sen, whom Pradyut begins to detest. Watch the full movie on Hoichoi.",U,1,1981,Uttam Kumar,"Uttam Kumar, Supriya Devi, Mithun Chakraborty, Sharmila Tagore",113,"Pradyut Sen, allopathy doctor, goes","Pradyut Sen, allopathy","Pradyut, Sen,, allopathy, doctor,, goes, Nabagram, run, clinical, practice., village, successful, Ayurvedic, doctor,, Jibon, Sen,, Pradyut, begins, detest., Watch, movie, Hoichoi."
Movie,Amar Prem,Drama,,Subha and Deepika’s parents had betrothed them in their childhood but things change later. Is it for better or for worse? Watch the full movie on Hoichoi.,U/A 7+,2,1981,Bijoy Bose,"Tapas Paul, Mahua Roy Choudhury, Madhabi Mukherjee",122,Subha Deepika’s parents betrothed childhood,Subha Deepika’s parents,"Subha, Deepika’s, parents, betrothed, childhood, things, change, later., better, worse?, Watch, movie, Hoichoi."
Movie,Pratisodh,Drama,,"A story of revenge and reunification, focusing on Ranjan who was imprisoned based on a false allegation. Watch the full movie on Hoichoi.",U/A 7+,2,1969,Bijoy Bose,"Sandhya Roy, Bikash Roy, Rabi Ghosh",135,"story revenge reunification, focusing Ranjan","story revenge reunification,","story, revenge, reunification,, focusing, Ranjan, imprisoned, based, false, allegation., Watch, movie, Hoichoi."
Movie,Dui Purush,Drama,,A freedom fighter sacrifices himself in the service of his motherland. Will his effort get recognised ever? Watch the full film on Hoichoi.,U/A 7+,2,1989,Sujit Guha,"Prosenjit Chatterjee, Juhi Chawla, Shakti Thakur",134,freedom fighter sacrifices service motherland.,freedom fighter sacrifices,"freedom, fighter, sacrifices, service, motherland., effort, recognised, ever?, Watch, film, Hoichoi."
Movie,Laal Kuthi,Thriller,,A family is shattered when the wife accidentally kills someone. Things change when her child confronts the blackmailer. Watch the full movie on Hoichoi.,U/A 7+,2,1981,Sukhen Das,"Uttam Kumar, Soumitra Chatterjee, Sabitri Chatterjee",122,family shattered wife accidentally kills,family shattered wife,"family, shattered, wife, accidentally, kills, someone., Things, change, child, confronts, blackmailer., Watch, movie, Hoichoi."
Movie,Subha Bibaha,Romance,,"Gayatri elopes with Arun, when her marriage gets fixed to someone else. Will their union put an end to their other ties? Watch the full movie on Hoichoi.",U,1,1978,Sushil Mukherjee,"Uttam Kumar, Supriya Devi, Bikash Roy",124,"Gayatri elopes Arun, marriage gets","Gayatri elopes Arun,","Gayatri, elopes, Arun,, marriage, gets, fixed, else., union, end, ties?, Watch, movie, Hoichoi."
Movie,Sagar Sangame,Drama,,"Nominated for a Golden Bear at Berlin Film Festival, this film depicts the journey of a mother and her daughter for Sagar Mela. Watch the full movie on Hoichoi.",U,1,1978,Kanak Mukherjee,"Tanuja, Ranjit Mallick, Utpal Dutt",124,Nominated Golden Bear Berlin Film,Nominated Golden Bear,"Nominated, Golden, Bear, Berlin, Film, Festival,, film, depicts, journey, mother, daughter, Sagar, Mela., Watch, movie, Hoichoi."
Movie,Nawab,Action,,"This movie focuses on the many virtues of a righteous man named, Nawab who takes courage to fight for what's right. Watch the full movie on Hoichoi.",U/A 7+,2,1959,"Amit Mitra, Sambhu Mitra","Supriya Devi, Chhabi Biswas, Pahadi Sanyal",101,movie focuses virtues righteous man,movie focuses virtues,"movie, focuses, virtues, righteous, man, named,, Nawab, takes, courage, fight, what's, right., Watch, movie, Hoichoi."
Movie,Ekanta Apan,Drama,,"Romance between Sudipa, a student and Ranabir, a local goon brings tragedy in their lives when external forces come into play. Watch the full movie on Hoichoi.",U,1,1959,Debaki Kumar Bose,"Monju Adhikary, Master Bibhu, Bharati Devi",103,"Romance Sudipa, student Ranabir, local","Romance Sudipa, student","Romance, Sudipa,, student, Ranabir,, local, goon, brings, tragedy, lives, external, forces, come, play., Watch, movie, Hoichoi."
Movie,Alor Pipasa,Drama,,"The film narrates the ups and downs in the life of Roshanbai, a woman who used to work in a brothel for a living. Watch the full movie on Hoichoi.",U,1,1991,Haranath Chakraborty,"Ranjit Mallick, Sandhya Roy, Utpal Dutt",139,film narrates ups downs life,film narrates ups,"film, narrates, ups, downs, life, Roshanbai,, woman, used, work, brothel, living., Watch, movie, Hoichoi."
Movie,Baba Taraknath,Drama,,Renowned scientist Amar attempts to invent a drug for snake bites. Things take a turn when an astrologer predicts his death. Watch the full movie on Hoichoi.,U/A 7+,2,1987,Biresh Chattopadhyay,"Victor Banerjee, Aparna Sen, Anup Kumar",145,Renowned scientist Amar attempts invent,Renowned scientist Amar,"Renowned, scientist, Amar, attempts, invent, drug, snake, bites., Things, turn, astrologer, predicts, death., Watch, movie, Hoichoi."
Movie,Raikamal,Drama,,"Raikamal is devoted to her beloved. She wanders places, and comes across love in its various forms. Watch the full movie on Hoichoi.",U,1,1965,Tarun Majumdar,"Basanta Choudhury, Sandhya Roy, Anup Kumar",126,"Raikamal devoted beloved. wanders places,",Raikamal devoted beloved.,"Raikamal, devoted, beloved., wanders, places,, comes, love, various, forms., Watch, movie, Hoichoi."
Movie,Bandini,Drama,,This film portrays the numerous sacrifices of Bengali rural women during India's struggle for Independence. Watch the full movie on Hoichoi.,U/A 7+,2,1977,Ardhendu Chetterjee,"Biswajit Chatterjee, Sandhya Roy, Bharati Devi",151,film portrays numerous sacrifices Bengali,film portrays numerous,"film, portrays, numerous, sacrifices, Bengali, rural, women, India's, struggle, Independence., Watch, movie, Hoichoi."
Movie,Sagarika (1999),Romance,,Robin loves Sagarika. A misfortune separates them until fate brings them back together. Watch the full movie on Hoichoi.,U/A 7+,2,1955,Subodh Mitra,"Uttam Kumar, Kaberi Bose, Sabitri Chatterjee",116,Robin loves Sagarika. misfortune separates,Robin loves Sagarika.,"Robin, loves, Sagarika., misfortune, separates, fate, brings, together., Watch, movie, Hoichoi."
Movie,Mangal Deep,Drama,,Brothers Mangal & Deep get separated in childhood. The movie describes the different lives that they start living after that. Watch the full movie on Hoichoi.,U/A 7+,2,1989,Sujit Guha,"Prosenjit Chatterjee, Satabdi Roy, Moushumi Chatterjee",132,Brothers Mangal & Deep separated,Brothers Mangal &,"Brothers, Mangal, &, Deep, separated, childhood., movie, describes, different, lives, start, living, that., Watch, movie, Hoichoi."
Movie,Pratikar,Drama,,Rajeeb is an honest Officer In-Charge who fights the anti-social activities of Abanish. Can he put an end to all the misdeeds? Watch the full movie on Hoichoi.,U/A 13+,3,1999,Badal Khandoker,"Rituparna Sengupta, Helal Khan, Amin Khan",151,Rajeeb honest Officer In-Charge fights,Rajeeb honest Officer,"Rajeeb, honest, Officer, In-Charge, fights, anti-social, activities, Abanish., end, misdeeds?, Watch, movie, Hoichoi."
Movie,Naach Nagini Naach Re,Drama,,"Hashi & Khushi are sisters who got separated. Khushi becomes a snake charmer, while Hashi is tortured at home. Will they unite? Watch the full movie on Hoichoi.",U/A 7+,2,1989,Haranath Chakraborty,"Tapas Paul, Satabdi Roy, Soumitra Banerjee",147,Hashi & Khushi sisters got,Hashi & Khushi,"Hashi, &, Khushi, sisters, got, separated., Khushi, snake, charmer,, Hashi, tortured, home., unite?, Watch, movie, Hoichoi."
Movie,Lal Pan Bibi,Drama,,"Lali’s father witnesses a murder and gets killed for it, she swears to seek revenge. Will she succeed? Watch the full movie on Hoichoi.",U/A 13+,3,1987,Prabhat Roy,"Victor Banerjee, Utpal Dutt, Biplab Chatterjee",141,Lali’s father witnesses murder gets,Lali’s father witnesses,"Lali’s, father, witnesses, murder, gets, killed, it,, swears, seek, revenge., succeed?, Watch, movie, Hoichoi."
Movie,Mahapith Tarapith,Drama,,Sameer meets Aja on a trip. Sameer shares some of his experiences about Tara Ma with Ajay which he doesn’t believe. Watch the full movie on Hoichoi.,U/A 7+,2,1996,Anjan Choudhury,"Ranjit Mallick, Lokesh Ghosh, Tapas Paul",157,Sameer meets Aja trip. Sameer,Sameer meets Aja,"Sameer, meets, Aja, trip., Sameer, shares, experiences, Tara, Ma, Ajay, doesn’t, believe., Watch, movie, Hoichoi."
Movie,Nati Binodini,Drama,,"Theatre artiste Girish Ghosh comes across Binodini, a prostitute who wants to be an actress. How will her journey be defined? Watch the full movie on Hoichoi.",U/A 7+,2,1994,Prasanta Nanda,"Chiranjeet Chakraborty, Satabdi Roy, Rituparna Sengupta",173,Theatre artiste Girish Ghosh comes,Theatre artiste Girish,"Theatre, artiste, Girish, Ghosh, comes, Binodini,, prostitute, wants, actress., journey, defined?, Watch, movie, Hoichoi."
